objectid,filename,image_thumb,title,date,field-date,theatre-name,playwright,subject,source,location,url,rights,rightsstatement
BP_TRH_0109,https://archive.org/details/BP_TRH_0109/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0109,"Wild Oats; Or, The Strolling Gentleman; Tekeli; Or, The Siege of Montgatz",1808-01-08,1808-01-08,Theatre Royal; Hull,J. O'Keeffe; T. E. Hook,comedy; melodrama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0109,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0110,https://archive.org/details/BP_TRH_0110/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0110,Time's a Tell-Tale; Paul and Virginia,1808-01-12,1808-01-12,Theatre Royal; Hull,H. Siddons; J. Cobb,comedy; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0110,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0111,https://archive.org/details/BP_TRH_0111/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0111,"Venice Preserv'd; Or, A Plot Discovered; The Doctor & Apothecary",1808-01-14,1808-01-14,Theatre Royal; Hull,J. P. Kemble; J. Cobb,tragedy; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0111,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0112,https://archive.org/details/BP_TRH_0112/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0112,"Heir at Law; Harlequin Negro; Or, Britannia Triumphant",1808-01-15,1808-01-15,Theatre Royal; Hull,"G. Colman, the younger; [unknown]",comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0112,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0113,https://archive.org/details/BP_TRH_0113/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0113,"Errors Excepted; Or, The True English Soldier; Inkle and Yarico; Tom Thumb the Great",1808-01-19,1808-01-19,Theatre Royal; Hull,T. J. Dibdin; G. Colman; K. O'hara,comedy; comic opera; burletta,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0113,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0114,https://archive.org/details/BP_TRH_0114/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0114,"Hamlet, Prince of Denmark; Animal Magnetism",1808-01-21,1808-01-21,Theatre Royal; Hull,Wm. Shakespeare; Mrs. E. Inchbald,tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0114,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0115,https://archive.org/details/BP_TRH_0115/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0115,"False Alarms; Or, My Cousin; The Fortress",1808-01-22,1808-01-22,Theatre Royal; Hull,"J. Kenney; T. E. Hook, jun",comic opera; melodrama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0115,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0116,https://archive.org/details/BP_TRH_0116/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0116,"Town and Country; Or, Which is Best?; The Fortress",1808-01-25,1808-01-25,Theatre Royal; Hull,"T. Morton; T. E. Hook, jun",play in five acts; melodrama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0116,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0117,https://archive.org/details/BP_TRH_0117/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0117,The Belle's Stratagem; The Rival Soldiers; The Honest Yorkshireman,1808-01-26,1808-01-26,Theatre Royal; Hull,Mrs. H. Cowley; J. O'Keeffe; H. Carey,comedy; musical piece in one act; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0117,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0118,https://archive.org/details/BP_TRH_0118/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0118,"The Curfew; Ways & Means; Or, A Trip to Dover",1808-01-28,1808-01-28,Theatre Royal; Hull,J. Tobin; G. Colman,play in five acts; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0118,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0119,https://archive.org/details/BP_TRH_0119/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0119,"The Point of Honour; Tekeli; Or, The Siege of Montgatz; Harlequin Ploughboy; Or, The Poland Robber",1808-01-29,1808-01-29,Theatre Royal; Hull,C. Kemble; T. E. Hook; Benwell,play in three acts; melodrama; serio-comic pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0119,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0120,https://archive.org/details/BP_TRH_0120/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0120,The Blind Boy; The Chapter of Accidents; The Deaf Lover,1808-02-02,1808-02-02,Theatre Royal; Hull,J. Kenney; S. Lee; F. Pilon,melodrama; comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0120,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0121,https://archive.org/details/BP_TRH_0121/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0121,"The Blind Boy; The Invisible Girl; The Follies of a Day; Or, The Marriage of Figaro",1808-02-04,1808-02-04,Theatre Royal; Hull,J. Kenney; T. E. Hood; T. Holcroft,melodrama; [unknown]; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0121,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0122,https://archive.org/details/BP_TRH_0122/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0122,The Honey Moon; The Fortress,1808-02-05,1808-02-05,Theatre Royal; Hull,"J. Tobin; T. E. Hook, jun",comedy; melodrama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0122,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0013,https://archive.org/details/BP_TRCG_0013/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0013,"The Woodman; Harlequin in his Element; Or, Fire, Water, Earth, and Air",1808-02-05,1808-02-05,Theatre Royal; Covent Garden,[unknown]; [unknown],comic opera; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0013,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0123,https://archive.org/details/BP_TRH_0123/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0123,The Royal Convert; The Blind Boy,1808-02-08,1808-02-08,Theatre Royal; Hull,N. Rowe; J. Kenney,tragedy; melodrama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0123,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0124,https://archive.org/details/BP_TRH_0124/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0124,"False Alarms; Or, My Cousin; The Fortress",1808-02-09,1808-02-09,Theatre Royal; Hull,"J. Kenney; T. E. Hook, jun",comic opera; melodrama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0124,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0125,https://archive.org/details/BP_TRH_0125/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0125,The Forty Thieves; The Birth-day,1808-02-12,1808-02-12,Theatre Royal; Hull,"G. Colman, the younger; T. J. Dibdin",operatical romance; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0125,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0126,https://archive.org/details/BP_TRH_0126/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0126,The Forty Thieves; The Chapter of Accidents,1808-02-15,1808-02-15,Theatre Royal; Hull,"G. Colman, the younger; S. Lee",operatical romance; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0126,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0127,https://archive.org/details/BP_TRH_0127/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0127,The Forty Thieves; The Midnight Hour,1808-02-16,1808-02-16,Theatre Royal; Hull,"G. Colman, the younger; Mrs. E. Inchbald",operatical romance; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0127,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0128,https://archive.org/details/BP_TRH_0128/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0128,"The Forty Thieves; Five Miles Off; Or, The Finger Post",1808-02-18,1808-02-18,Theatre Royal; Hull,"G. Colman, the younger; T. J. Dibdin",operatical romance; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0128,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0129,https://archive.org/details/BP_TRH_0129/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0129,The Fortress; The Forty Thieves,1808-02-19,1808-02-19,Theatre Royal; Hull,"T. E. Hook, jun; G. Colman, the younger",melodrama; operatical romance,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_03",https://archive.org/details/BP_TRH_0129,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0028,https://archive.org/details/BP_TRDL_0028/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0028,The Wonder; Love in a Tub; Rosina,1808-11-25,1808-11-25,Theatre Royal in Drury Lane,[unknown]; [unknown]; F. Brooke,comedy; comic dance; musical entertainment,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0028,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0015,https://archive.org/details/BP_TRCG_0015/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0015,"Othello, The Moor of Venice; Is He a Prince?",1809-10-21,1809-10-21,Theatre Royal; Covent Garden,Wm. Shakespeare; [unknown],tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0015,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0014,https://archive.org/details/BP_TRCG_0014/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0014,A Grand Selection of Sacred Music,1810-04-11,1810-04-11,Theatre Royal; Covent Garden,Assorted composers,musical performance,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0014,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0130,https://archive.org/details/BP_TRH_0130/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0130,The Way to get Married; Of Age To-morrow,1810-07-20,1810-07-20,Theatre Royal; Hull,T. Morton; T. J. Dibdin,comedy; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0130,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0131,https://archive.org/details/BP_TRH_0131/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0131,The Merry Villagers; The Birth-day; The Happy Disguise; The Hunter of the Alps,1810-11-23,1810-11-23,Theatre Royal; Hull,[unknown]; T. J. Dibdin; Giroux; W. Dimond,divertisment; comedy; grand ballet; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0131,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0132,https://archive.org/details/BP_TRH_0132/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0132,"Othello, Moor of Venice; The Spoil'd Child",1810-12-03,1810-12-03,Theatre Royal; Hull,Wm. Shakespeare; I. Bickerstaffe,tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0132,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0133,https://archive.org/details/BP_TRH_0133/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0133,"Lover's Vows; Blue Beard: Or, Female Curiosity",1810-12-13,1810-12-13,Theatre Royal; Hull,"Mrs. E. Inchbald; G. Colman, the younger",[unknown]; dramatic romance,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0133,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0134,https://archive.org/details/BP_TRH_0134/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0134,"Percy; Earl of Northumberland; Catherine and Petruchio; Or, The Taming of the Shrew",1810-12-17,1810-12-17,Theatre Royal; Hull,Mrs. H. More; D. Garrick,tragedy; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0134,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0135,https://archive.org/details/BP_TRH_0135/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0135,Macbeth; Bombastes Furioso!; The Lady of the Rock,1811-01-25,1811-01-25,Theatre Royal; Hull,Wm. Shakespeare; W. B. Rhodes; T. Holcroft,tragedy; grand burlesque tragic opera; melodrama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0135,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0136,https://archive.org/details/BP_TRH_0136/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0136,The Chapter of Accidents; Matrimony; Miss in her Teens,1811-02-07,1811-02-07,Theatre Royal; Hull,S. Lee; J. Kenney; D. Garrick,comedy; musical entertainment; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0136,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0137,https://archive.org/details/BP_TRH_0137/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0137,"Oroonoko; Or, The Royal Slave; A Tale of Mystery; Provocation; Or, Perfidy Punished",1811-02-08,1811-02-08,Theatre Royal; Hull,F. Gentleman; T. Holcroft; Lewis,tragedy; melodrama; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0137,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0138,https://archive.org/details/BP_TRH_0138/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0138,Laugh when you can; Rosina,1811-02-11,1811-02-11,Theatre Royal; Hull,F. Reynolds; F. Brooke,comedy; opera,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0138,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0139,https://archive.org/details/BP_TRH_0139/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0139,"The Exile; Or, The Desarts of Siberia; Valentine & Orson; Or, The Wild Man of Orleans",1811-02-19,1811-02-19,Theatre Royal; Hull,F. Reynolds; Mr. T. Dibdin,melodramatic opera; romantic melodrama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0139,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0140,https://archive.org/details/BP_TRH_0140/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0140,"Jane Shore; Bon Ton; Or, High Life above Stairs",1811-02-22,1811-02-22,Theatre Royal; Hull,N. Rowe; [unknown],tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0140,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0141,https://archive.org/details/BP_TRH_0141/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0141,"Italian Monk!; Valentine & Orson; Or, The Wild Man of Orleans",1811-02-26,1811-02-26,Theatre Royal; Hull,J. Boaden; T. J. Dibdin,play interpreted with music; romantic melodrama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0141,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0142,https://archive.org/details/BP_TRH_0142/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0142,"Of Age To-morrow; Catharine and Petruchio; Or, The Taming of the Shrew; No Song No Supper",1811-03-02,1811-03-02,Theatre Royal; Hull,T. J. Dibdin; D. Garrick; P. Hoare,musical farce; comedy; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0142,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0143,https://archive.org/details/BP_TRH_0143/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0143,"The Haunted Tower; Bombastes Furioso!; The Prize; or, 2, 5, 3, 8",1811-03-04,1811-03-04,Theatre Royal; Hull,J. Cobb; W. B. Rhodes; P. Hoare,comic opera; grand burlesque tragic opera; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0143,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0144,https://archive.org/details/BP_TRH_0144/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0144,"Pizarro; Or, The Spaniards in Peru; The Poor Soldier",1811-12-02,1811-12-02,Theatre Royal; Hull,R. B. Sheridan; J. O'Keeffe,[unknown]; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0144,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0145,https://archive.org/details/BP_TRH_0145/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0145,"Cymbeline, King of Britain; The Beggar on Horseback",1811-12-06,1811-12-06,Theatre Royal; Hull,Wm. Shakespeare; J. O'Keeffe,[unknown]; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0145,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0146,https://archive.org/details/BP_TRH_0146/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0146,"Hit or Miss!; The Waterman; Or, The First of August; Of Age To-morrow",1811-12-19,1811-12-19,Theatre Royal; Hull,I. Popock; C. Dibdin; T. J. Dibdin,musical farce; [unknown]; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0146,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0147,https://archive.org/details/BP_TRH_0147/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0147,"Ways and Means; Or, A Trip to Dover; Hit or Miss!; Killing no Murder",1811-12-23,1811-12-23,Theatre Royal; Hull,G. Colman; I. Popock; [unknown],comedy; musical farce; [unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0147,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0148,https://archive.org/details/BP_TRH_0148/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0148,"The Venetian Outlaw; Or, The Bravo of Venice; The Blind Boy; Blue Beard; Or, Female Curiosity",1812-01-03,1812-01-03,Theatre Royal; Hull,"[unknown]; J. Kenney; G. Colman, the younger",play in 3 acts; melodrama; grand dramatic romance,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0148,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0149,https://archive.org/details/BP_TRH_0149/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0149,"The Cabinet; Catherine and Petruchio; Or, The Taming of the Shrew",1812-01-06,1812-01-06,Theatre Royal; Hull,T. J. Dibdin; D. Garrick,comic opera; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0149,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0150,https://archive.org/details/BP_TRH_0150/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0150,George Barnwell; Rosina,1812-01-13,1812-01-13,Theatre Royal; Hull,[unknown]; F. Brooke,tragedy; opera,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0150,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0151,https://archive.org/details/BP_TRH_0151/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0151,"Alfonso; King of Castile; The Poor Sailor; Or, Little Bob and Little Ben",1812-01-24,1812-01-24,Theatre Royal; Hull,M. G. Lewis; [unknown],tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0151,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0152,https://archive.org/details/BP_TRH_0152/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0152,"Venoni: Or, The Novice of St. Mark's; The Death of Capt. Cook",1812-02-13,"Thursday Friday 13, 1812",Theatre Royal; Hull,M. G. Lewis; [unknown],drama; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0152,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0153,https://archive.org/details/BP_TRH_0153/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0153,The Grecian Daughter; The Death of Capt. Cook,1812-02-21,1812-02-21,Theatre Royal; Hull,A. Murphy; [unknown],tragedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0153,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0164,https://archive.org/details/BP_TRH_0164/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0164,Castle Spectre; Love Laughs at Locksmiths,1812-03-02,1812-03-02,Theatre Royal; Hull,[unknown]; G. Colman,dramatic romance; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0164,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0016,https://archive.org/details/BP_TRCG_0016/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0016,Isabella; The Blind Boy,1812-03-19,1812-03-19,Theatre Royal; Covent Garden,Southern; J. Kenney,tragedy; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0016,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0018,https://archive.org/details/BP_TRCG_0018/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0018,King Richard III; The Masque of Comus,1812-06-05,1812-06-05,Theatre Royal; Covent Garden,Wm. Shakespeare; [unknown],tragedy; [unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0018,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0154,https://archive.org/details/BP_TRH_0154/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0154,"Wild Oats; Or, The Strolling Gentleman; Harlequin Gladiator; Or, The Fairy of the Grotto",1812-06-12,1812-06-12,Theatre Royal; Hull,J. O'Keeffe; Goadby,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0154,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0066,https://archive.org/details/BP_TRCG_0066/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0066,Romeo and Juliet; Bombastes Furioso; High Life Below Stars,1812-06-12,1812-06-12,Theatre Royal; Covent Garden,Wm. Shakespeare; [unknown]; [unknown],tragedy; burlesque tragic opera; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_62",https://archive.org/details/BP_TRCG_0066,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0017,https://archive.org/details/BP_TRCG_0017/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0017,Cymbeline; La Perouse,1812-06-13,1812-06-13,Theatre Royal; Covent Garden,Wm. Shakespeare; J. Fawcett,tragedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0017,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0155,https://archive.org/details/BP_TRH_0155/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0155,The Castle Spectre; The Turnpike Gate,1812-07-09,1812-07-09,Theatre Royal; Hull,M. G. Lewis; T. Knight,dramatic romance; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0155,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0156,https://archive.org/details/BP_TRH_0156/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0156,"John Bull; Or, An Englishman's Fire Side; The Young Hussar; Or, Love and Mercy",1812-07-10,1812-07-10,Theatre Royal; Hull,"G. Colman, the younger; W. Dimond",comedy; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0156,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0157,https://archive.org/details/BP_TRH_0157/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0157,"Jane Shore; The Young Hussar; Or, Love and Mercy",1812-07-14,1812-07-14,Theatre Royal; Hull,N. Rowe; W. Dimond,tragedy; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_04",https://archive.org/details/BP_TRH_0157,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0029,https://archive.org/details/BP_TRDL_0029/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0029,The Honey Moon; The Poor Soldier,1812-10-24,1812-10-24,Theatre Royal in Drury Lane,J. Tobin; J. O'Keeffe,comedy; musical entertainment,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0029,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
